,C_ID,College,Private,Top10perc,Top25perc,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Acceptance_Rate,Enrollment_Rate,Student_Population,Pct_Out_Of_State
586,TWES,Texas Wesleyan University,1,0.19,0.44,0.42885278188084686,0.2564102564102564,0.2647058823529412,0.8,0.83,0.36432160804020103,0.1,0.14112709618907046,0.43,0.8462837837837838,0.5568862275449101,0.04162971464343471,4.010025062656641
587,THE,The Citadel,0,0.12,0.36,0.30022156573116693,0.17094017094017094,0.11455882352941177,0.95,0.94,0.42964824120603023,0.17,0.13771273095868974,0.84,0.828,0.4919484702093398,0.06041003703896917,3.052677029360967
588,THI,Thiel College,1,0.15,0.31,0.6102904972919744,0.29914529914529914,0.19852941176470587,0.68,0.76,0.2914572864321608,0.16,0.1633560364910284,0.6,0.8240901213171578,0.26603575184016826,0.024284000208670248,12.0
589,TIF,Tiffin University,1,0.05,0.21,0.46774987690792713,0.2564102564102564,0.17647058823529413,0.59,0.74,0.47738693467336685,0.4,0.09062294382302206,0.39,0.8686390532544379,0.3460490463215259,0.026422870259272785,7.502467917077986
590,TRA,Transylvania University,1,0.57,0.81,0.5477597242737567,0.21367521367521367,0.14705882352941177,0.81,0.91,0.3040201005025126,0.41,0.18172603275656643,0.7,0.9604743083003953,0.3347050754458162,0.023944911054306434,11.87363834422658
591,TRE,Trenton State College,0,0.55,0.94,0.6660512063023142,0.29914529914529914,0.14705882352941177,0.81,0.87,0.36180904522613067,0.06,0.15122792666228016,0.81,0.45854819516065054,0.4083044982698962,0.15830246752569252,0.8882847256549679
592,TRI,Tri-State University,1,0.14,0.4,0.5354505169867061,0.2,0.19455882352941176,0.53,0.53,0.3216080402010051,0.24,0.13520530649262888,0.65,0.873217115689382,0.25045372050816694,0.02806614846888205,8.788104089219331
593,TRIC,Trinity College CT,1,0.46,0.84,0.7003938946331856,0.21367521367521367,0.1,0.91,0.96,0.2613065326633166,0.48,0.32070136752440737,0.91,0.5879659908436887,0.26585094549499444,0.05167197036882466,9.495204442200908
594,TRID,Trinity College DC,1,0.19,0.49,0.7914820285573609,0.21367521367521367,0.1323529411764706,0.89,0.93,0.20854271356783924,0.37,0.2099478953639322,0.96,0.7651821862348178,0.5291005291005291,0.0247274244874537,12.037974683544304
595,TRIV,Trinity College VT,1,0.16,0.41,0.6410635155096012,0.23504273504273504,0.07352941176470588,0.58,0.78,0.2613065326633166,0.26,0.17046929738765493,0.78,0.8333333333333334,0.4918918918918919,0.026735875632531693,10.741463414634147
596,TRNT,Trinity University,1,0.62,0.93,0.6339241752831117,0.21367521367521367,0.07205882352941176,0.94,0.96,0.2412060301507538,0.2,0.2614656874077499,0.93,0.7496907216494846,0.33058305830583057,0.05751473733632427,5.551020408163265
597,TUL,Tulane University,1,0.47,0.75,0.7323978335795175,0.14957264957264957,0.11764705882352941,0.98,0.98,0.22864321608040203,0.21,0.3008909359273025,0.74,0.7287075216834921,0.2386341463414634,0.16889248265428555,2.9405405405405407
598,TCLM,Tusculum College,1,0.12,0.34,0.41851304775972425,0.19230769230769232,0.11764705882352941,0.7,0.7,0.550251256281407,0.28,0.08772429000764675,0.52,0.5942492012779552,0.3897849462365591,0.026683708070321874,7.526881720430108
599,TSKG,Tuskegee University,1,0.2,0.59,0.41789758739537175,0.2564102564102564,0.20955882352941177,0.7,0.74,0.3065326633165829,0.07,0.19333843117030924,0.65,0.8059108954565505,0.3344280240831965,0.07744274610047472,2.268440552374537
600,UNKY,Union College KY,1,0.09,0.45,0.36312161496799605,0.21367521367521367,0.08823529411764706,0.6,0.88,0.35427135678391963,0.09,0.12206355698611136,0.64,0.7933884297520661,0.4609375,0.018571652146695185,10.955056179775282
601,UNNY,Union College NY,1,0.49,0.84,0.7636632200886263,0.19230769230769232,0.15058823529411763,0.94,0.96,0.2889447236180905,0.49,0.2740561591947789,0.88,0.4898426323319027,0.308411214953271,0.05315874589180448,9.19136408243376
602,UWOS,Univ. of Wisconsin at OshKosh,0,0.14,0.48,0.2946824224519941,0.22136752136752136,0.27794117647058825,0.73,0.78,0.4824120603015076,0.14,0.10493838137748297,0.56,0.6041666666666666,0.5224137931034483,0.24090980228493922,0.7442615851017756
603,AUAB,University of Alabama at Birmingham,0,0.24,0.35,0.6370014771048744,0.32051282051282054,0.3235294117647059,0.96,0.96,0.16834170854271358,0.16,0.2907901054540928,0.33,0.7011686143572621,0.7444444444444445,0.3040847201210287,0.38085434894493053
604,ARK,University of Arkansas at Fayetteville,0,0.25,0.65,0.40620384047267355,0.21367521367521367,0.29411764705882354,0.73,0.89,0.3718592964824121,0.1,0.12128109828748244,0.39,0.960741885625966,0.6862934362934363,0.3001721529552924,0.4369134515119917
605,CAL,University of California at Berkeley,0,0.95,1.0,0.7688330871491876,0.2717948717948718,0.2842647058823529,0.93,0.97,0.39698492462311563,0.1,0.2475236960503619,0.78,0.4152367533839883,0.3896025206010664,0.5632270853982994,0.5394340758579169
606,UCIV,University of California at Irvine,0,0.85,1.0,0.6526341703594288,0.33760683760683763,0.26735294117647057,0.96,0.96,0.4045226130653267,0.11,0.28335674781711806,0.66,0.6863931711045993,0.2299767981438515,0.35320047994157233,0.8879698692858725
607,UCF,University of Central Florida,0,0.25,0.6,0.5211718365337272,0.29914529914529914,0.23529411764705882,0.8,0.98,0.5577889447236181,0.09,0.11989401241264026,0.46,0.42356140853134844,0.6481919567421426,0.5081642234858365,0.3396981829380967
608,MIAO,Miami University at Oxford,0,0.35,0.39,0.4874446085672083,0.21367521367521367,0.20323529411764707,0.81,0.89,0.442211055276382,0.2,0.1395266124873295,0.85,0.8429483710358264,0.4224447868515665,0.37594553706505296,0.6144452924443211
609,UCHI,University of Chicago,1,0.68,0.94,0.7853274249138356,0.21367521367521367,0.18441176470588236,0.99,0.99,0.13316582914572864,0.36,0.6553802927106859,0.9,0.47243226212980466,0.30743581193731245,0.0881370963534874,5.6022491861497485
610,CIN,University of Cincinnati,0,0.26,0.57,0.578163466272772,0.2376068376068376,0.2722058823529412,0.89,0.95,0.27135678391959805,0.06,0.2469902014831149,0.54,0.8100656455142232,0.4336394741581127,0.3403150920757473,0.6826856748677858
611,CONN,University of Connecticut at Storrs,0,0.23,0.63,0.6243229935992122,0.29914529914529914,0.3382352941176471,0.89,0.95,0.4020100502512563,0.16,0.1809969235146622,0.71,0.7382639958911146,0.2871851954918603,0.368772497261203,0.8244447588060546
612,DAL,University of Dallas,1,0.44,0.74,0.7668636139832595,0.21367521367521367,0.17647058823529413,0.85,0.93,0.33668341708542715,0.26,0.1552647022211157,0.63,0.8634361233480177,0.41836734693877553,0.029500756429652043,9.51370468611848
613,DAY,University of Dayton,1,0.26,0.51,0.5194485475135401,0.21367521367521367,0.1323529411764706,0.81,0.85,0.3718592964824121,0.25,0.15816335603649104,0.93,0.8321018707750354,0.2847156621953523,0.17095310136157338,1.736344217271895
614,MIA,University of Miami,1,0.42,0.69,0.8032988675529296,0.2692307692307692,0.29191176470588237,0.82,0.94,0.14824120603015079,0.17,0.31120516422741096,0.59,0.7562482448750351,0.30505012996658004,0.22525953362199386,1.9106067623899954
615,PAC,Pacific University,1,0.41,0.71,0.4916297390448055,0.19230769230769232,0.16176470588235295,0.76,0.76,0.27386934673366836,0.22,0.19945583554140808,0.42,0.9003181336161188,0.3392226148409894,0.02806614846888205,13.206319702602231
616,DET,University of Detroit Mercy,1,0.24,0.5,0.4918759231905465,0.2564102564102564,0.3185294117647059,0.72,0.79,0.3391959798994975,0.14,0.193676311062899,0.51,0.7885652642934197,0.5677154582763337,0.11388178830403255,2.549244159413651
617,DUBQ,University of Dubuque,1,0.11,0.39,0.44559330379123585,0.17094017094017094,0.22058823529411764,0.85,0.98,0.41457286432160806,0.18,0.1559048957018121,0.45,0.96875,0.24551971326164876,0.020684438416192812,13.152585119798234
618,EVAN,University of Evansville,1,0.35,0.67,0.534219596258001,0.29914529914529914,0.1411764705882353,0.6,0.81,0.39698492462311563,0.26,0.13835292443938613,0.77,0.7757633587786259,0.4268142681426814,0.07715582450832073,3.989181879648411
619,FL,University of Florida,0,0.54,0.85,0.5145248645987198,0.2692307692307692,0.225,0.88,0.97,0.33668341708542715,0.2,0.2620703145839631,0.66,0.7100040176777822,0.410027161611589,0.7239814283478533,0.25544026516789164
620,UGA,University of Georgia,0,0.43,0.79,0.4431314623338257,0.22435897435897437,0.2580882352941177,0.88,0.95,0.3693467336683417,0.22,0.1401490228157843,0.63,0.7015151515151515,0.42180154999364755,0.5816944024205749,0.25545939643962157
621,UPAC,University of the Pacific,1,0.36,0.66,0.655588380108321,0.2760683760683761,0.17220588235294118,0.87,0.94,0.2814070351758794,0.14,0.24373588462290827,0.65,0.8121187474583164,0.2914371557336004,0.07728624341384527,5.507931150860614
622,HAW,University of Hawaii at Manoa,0,0.36,0.69,0.3739537173806007,0.2935897435897436,0.18838235294117647,0.85,0.87,0.29648241206030157,0.06,0.22821119271602083,0.54,0.7270949720670391,0.6250480215136381,0.3505399342688716,0.3318699307984225
623,UIUC,University of Illinois - Urbana,0,0.52,0.88,0.5630231413096997,0.21367521367521367,0.2914705882352941,0.87,0.9,0.4371859296482412,0.13,0.1522060000355663,0.81,0.7799718856683847,0.48961551664950226,0.6868642078355679,0.28709224167394526
624,UIC,University of Illinois at Chicago,0,0.22,0.5,0.6262924667651403,0.2692307692307692,0.4747058823529412,0.82,0.84,0.2512562814070352,0.06,0.2468835025696655,0.34,0.6830868320610687,0.47319713637157323,0.42866085867807396,0.4399415845198978
625,INDP,University of Indianapolis,1,0.26,0.51,0.5022156573116692,0.22435897435897437,0.20661764705882352,0.55,0.56,0.27889447236180903,0.23,0.1197695303469493,0.69,0.8581035642232683,0.30407523510971785,0.07989462152433617,3.6304276852758735
626,KAN,University of Kansas,0,0.25,0.5,0.41654357459379615,0.29914529914529914,0.39426470588235296,0.88,0.94,0.3442211055276382,0.17,0.17173190119680615,0.57,0.6482107471733303,0.6619313073188275,0.5100161719442851,0.3576944714366082
627,LVRN,University of La Verne,1,0.16,0.38,0.6216149679960611,0.2692307692307692,0.33794117647058824,0.66,0.68,0.35427135678391963,0.23,0.18030338057724113,0.47,0.606762680025047,0.23323013415892674,0.07702540560279618,4.585167626142906
628,LOU,University of Louisville,0,0.16,0.33,0.4431314623338257,0.2264957264957265,0.3588235294117647,0.84,0.92,0.27889447236180903,0.24,0.18151263492966763,0.31,0.6399413858069918,0.59633627739614,0.41843601648494966,0.4076798404189004
629,ME,University of Maine at Farmington,0,0.2,0.48,0.48867552929591335,0.19230769230769232,0.2422058823529412,0.67,0.75,0.399497487437186,0.26,0.10157736560382694,0.59,0.6647350993377483,0.5454545454545454,0.05868850748604518,3.026666666666667
630,MEM,University of Maine at Machias,0,0.17,0.45,0.4529788281634663,0.2564102564102564,0.058823529411764705,0.46,0.46,0.37939698492462315,0.04,0.10554300855369622,0.64,0.8367346938775511,0.46612466124661245,0.02477959204966352,6.947368421052632
631,MEPI,University of Maine at Presque Isle,0,0.1,0.4,0.4468242245199409,0.17094017094017094,0.24632352941176472,0.67,0.67,0.38190954773869346,0.11,0.11395443956395711,0.35,0.8264642082429501,0.6167979002624672,0.038525744691950546,4.468517264725795
632,UMBC,University of Maryland at Baltimore County,0,0.27,0.57,0.5425898572131955,0.2111111111111111,0.40705882352941175,0.82,0.88,0.4623115577889447,0.06,0.13547205377625238,0.55,0.6076364488170531,0.3797224363916731,0.23652772705931452,0.9477282752536391
633,MD,University of Maryland at College Park,0,0.22,0.53,0.6334318069916297,0.23504273504273504,0.22794117647058823,0.89,0.92,0.45477386934673375,0.12,0.16042181637116995,0.63,0.7217324377273999,0.33048957828405234,0.6085606969586311,0.3738802451673739
634,MASS,University of Massachusetts at Amherst,0,0.12,0.39,0.47968980797636634,0.21367521367521367,0.20588235294117646,0.88,0.92,0.41959798994974873,0.15,0.1827396724343357,0.68,0.8598143787228147,0.3073948767520541,0.4752986592936512,0.47009109867193505
635,MSDT,University of Massachusetts at Dartmouth,0,0.1,0.37,0.5539143279172821,0.21367521367521367,0.18382352941176472,0.74,0.9,0.3768844221105528,0.2,0.13269788202656804,0.56,0.775918733193905,0.38737004235656525,0.16417131827429704,1.0993009215125515
636,STMI,Saint Michael's College,1,0.16,0.64,0.7213195470211718,0.21367521367521367,0.11029411764705882,0.79,0.88,0.36432160804020103,0.34,0.181210321341561,0.84,0.7225130890052356,0.3355072463768116,0.04749856539203923,7.155409115870401
637,MICH,University of Michigan at Ann Arbor,0,0.66,0.92,0.5734859675036927,0.20341880341880342,0.23529411764705882,0.9,0.98,0.2889447236180905,0.26,0.2640264613305355,0.87,0.6756474519632414,0.37812982998454403,0.6099431373571913,0.672767704413274
638,MNDT,University of Minnesota at Duluth,0,0.15,0.45,0.4276218611521418,0.3217948717948718,0.38382352941176473,0.79,0.91,0.47738693467336685,0.11,0.11368769228033361,0.53,0.745706106870229,0.5297504798464492,0.18626428087015492,1.23624142276992
639,MNMO,University of Minnesota at Morris,0,0.56,0.86,0.3914327917282127,0.2564102564102564,0.22058823529411764,0.74,0.78,0.3668341708542714,0.16,0.11943165045435954,0.51,0.5994513031550068,0.6727688787185355,0.052167562209817935,4.9215
640,MIN,University of Minnesota Twin Cities,0,0.26,0.55,0.4608567208271787,0.30512820512820515,0.4279411764705882,0.88,0.9,0.3065326633165829,0.37,0.2866999804385325,0.45,0.5787045413425005,0.5508832265124277,1.0,0.23342375710783034
641,MISS,University of Mississippi,0,0.26,0.47,0.4689807976366322,0.2564102564102564,0.08088235294117647,0.81,0.86,0.5100502512562815,0.14,0.12396635427595895,0.53,0.8800728407908429,0.4933490984333432,0.2172257290416819,0.590297790585975
642,MIZ,University of Missouri at Columbia,0,0.32,0.62,0.4289758739537174,0.2564102564102564,0.29161764705882354,0.87,0.87,0.31909547738693467,0.15,0.18041007949069052,0.58,0.7053544265287496,0.6340306232477895,0.42686107778183524,0.5534372135655362
643,MORL,University of Missouri at Rolla,0,0.49,0.77,0.4431314623338257,0.29914529914529914,0.21102941176470588,0.88,0.88,0.36180904522613067,0.23,0.17247879359095195,0.49,0.9728289824187534,0.45071193866374587,0.11703792581772654,2.018497882772454
644,MOSL,University of Missouri at Saint Louis,0,0.18,0.54,0.4879369768586903,0.21367521367521367,0.6305882352941177,0.71,0.73,0.33668341708542715,0.15,0.11439901836999626,0.48,0.7051915945611866,0.4198071866783523,0.2437529344253743,0.7753879079721776
645,MOBL,University of Mobile,1,0.17,0.54,0.4529788281634663,0.23504273504273504,0.17647058823529413,0.59,0.63,0.4170854271356785,0.04,0.09624241993135703,0.52,0.7323008849557522,0.8126888217522659,0.044811935938233606,3.579743888242142
646,MTVL,University of Montevallo,0,0.18,0.78,0.37296898079763663,0.1282051282051282,0.08823529411764706,0.72,0.72,0.4748743718592965,0.08,0.10461828463713478,0.51,0.6602516654330126,0.6390134529147982,0.07084354948093276,1.6347569955817378
647,NEB,University of Nebraska at Lincoln,0,0.33,0.63,0.38712456917774496,0.21367521367521367,0.3044117647058823,0.86,0.92,0.37939698492462315,0.48,0.12115661622179147,0.53,0.9563485741596304,0.5873729801765784,0.5118942041838385,0.2850955414012739
648,NENG,University of New England,1,0.19,0.54,0.6209995076317085,0.38461538461538464,0.36764705882352944,0.72,0.75,0.2864321608040201,0.13,0.17281667348354168,0.64,0.6203473945409429,0.35333333333333333,0.02553602170170588,11.695607763023494
649,NHU,University of New Hampshire,0,0.24,0.62,0.4753815854258986,0.2777777777777778,0.3602941176470588,0.89,0.87,0.4396984924623116,0.16,0.13968666085750361,0.75,0.7835897435897435,0.331020942408377,0.3050759038030153,0.9558823529411765
650,STMC,St. Mary's College of California,1,0.36,0.8,0.7821270310192023,0.2692307692307692,0.23294117647058823,0.88,0.89,0.4045226130653267,0.17,0.17105614141162662,0.78,0.6095346197502838,0.2886405959031657,0.07467786530335438,4.656653859587845
651,UNCA,University of North Carolina at Asheville,0,0.32,0.74,0.42097488921713444,0.2564102564102564,0.11029411764705882,0.77,0.83,0.32663316582914576,0.11,0.12467768036562162,0.37,0.5571997723392146,0.4024514811031665,0.0811466430173718,1.919639987142398
652,CHLT,University of North Carolina at Charlotte,0,0.19,0.62,0.38269325455440667,0.2564102564102564,0.27941176470588236,0.79,0.91,0.42211055276381915,0.07,0.11073568900823359,0.62,0.7652938135447183,0.3895519027246116,0.34832281287495437,0.5427587239778343
653,UNCG,University of North Carolina at Greensboro,0,0.15,0.44,0.4314377154111275,0.2564102564102564,0.19117647058823528,0.75,0.94,0.38944723618090454,0.17,0.1314530613696584,0.53,0.7963783471392796,0.36284470246734396,0.2446397829829412,0.9251519351743256
654,UNCW,University of North Carolina at Wilmington,0,0.15,0.67,0.4529788281634663,0.21367521367521367,0.22058823529411764,0.82,0.85,0.47989949748743727,0.15,0.10678782921060587,0.55,0.6351507165211662,0.3757780082987552,0.20293181699619176,0.9714652956298201
655,NDU,University of North Dakota,0,0.2,0.54,0.3327178729689808,0.19230769230769232,0.17647058823529413,0.97,0.97,0.399497487437186,0.16,0.16758842672452118,0.49,0.8098667626935542,0.7345486883059137,0.2548124576138557,0.5767222847783806
656,UNF,University of North Florida,0,0.44,0.85,0.5366814377154111,0.2564102564102564,0.38294117647058823,0.82,0.85,0.44723618090452266,0.14,0.10854836128252093,0.47,0.6961111111111111,0.44692737430167595,0.19468934216704054,0.8887995712754555
657,NTX,University of North Texas,0,0.23,0.51,0.44054652880354506,0.19230769230769232,0.25,0.86,0.94,0.5678391959798996,0.06,0.10059929223054079,0.35,0.6195110909913988,0.7486298867373036,0.500313005373259,0.2139617329649132
658,NCO,University of Northern Colorado,0,0.12,0.37,0.5081240768094535,0.23076923076923078,0.3361764705882353,0.75,0.75,0.5402010050251257,0.08,0.11219390749204204,0.4,0.7245931283905968,0.4235088594958822,0.2598205435859982,0.7761268948900713
659,UNI,University of Northern Iowa,0,0.18,0.52,0.3606597735105859,0.25427350427350426,0.35,0.78,0.82,0.4095477386934674,0.26,0.11262070314583963,0.77,0.815395752895753,0.5483870967741935,0.30212843653816057,0.5350082016748683
660,ND,University of Notre Dame,1,0.79,0.96,0.5416051206302314,0.2564102564102564,0.19852941176470587,0.96,0.92,0.3291457286432161,0.46,0.24782600963846851,0.97,0.4805194805194805,0.5151351351351351,0.20087119828890396,2.1880275288923516
661,OKLA,University of Oklahoma,0,0.32,0.63,0.4340226489414082,0.3269230769230769,0.46705882352941175,0.86,0.9,0.2889447236180905,0.11,0.18217061156260558,0.44,0.837022981235505,0.5624685138539043,0.41781000573843186,0.3229491821700587
662,ORE,University of Oregon,0,0.25,0.61,0.4505169867060561,0.24358974358974358,0.225,0.79,0.87,0.49497487437185933,0.13,0.14262088097736206,0.54,0.7799791449426486,0.3781937017231135,0.34623611038656166,0.7987042338405906
663,PENN,University of Pennsylvania,1,0.85,1.0,0.894879369768587,0.21367521367521367,0.22705882352941176,0.95,0.96,0.15829145728643218,0.38,0.45818291750395673,0.93,0.42213974503792157,0.4709480122324159,0.2539516928373937,1.7481511914543961
664,PITT,University of Pittsburgh-Main Campus,0,0.25,0.59,0.5612998522895125,0.17094017094017094,0.1323529411764706,0.93,0.93,0.19597989949748745,0.1,0.24521188625895826,0.66,0.7434195201490799,0.3921353595488015,0.45456205331524857,0.6189246571412177
665,PORT,University of Portland,1,0.27,0.58,0.5046774987690793,0.2564102564102564,0.16176470588235295,0.92,0.96,0.3316582914572864,0.17,0.16111535930859103,0.72,0.8447098976109215,0.28215488215488216,0.057775575147373366,5.435665914221219
666,PUGS,University of Puget Sound,1,0.51,0.83,0.5539143279172821,0.2692307692307692,0.2647058823529412,0.79,0.86,0.3768844221105528,0.17,0.19947361869364963,0.63,0.6988130563798219,0.2434536447275301,0.0750169544577182,5.643254520166899
667,RI,University of Rhode Island,0,0.12,0.4,0.6841457410142787,0.21367521367521367,0.18382352941176472,0.84,0.89,0.4170854271356785,0.07,0.16285810822826455,0.63,0.8037954993259359,0.25390272222938975,0.2960509155407168,0.9101321585903084
668,RICH,University of Richmond,1,0.46,0.72,0.404357459379616,0.29914529914529914,0.16544117647058823,0.75,0.89,0.29396984924623115,0.32,0.213113296462931,1.0,0.46130346232179226,0.2781456953642384,0.08993687724972613,4.205336426914153
669,ROCH,University of Rochester,1,0.56,0.75,0.810192023633678,0.21367521367521367,0.12970588235294117,0.93,0.99,0.14824120603015079,0.23,0.4630199349136628,0.8,0.6271959844855122,0.2260822117133503,0.14369555010694351,3.238337266291523
670,SAND,University of San Diego,1,0.4,0.7,0.7311669128508124,0.2692307692307692,0.2676470588235294,0.93,0.96,0.3919597989949749,0.13,0.19228922518805683,0.66,0.6952211489578037,0.3239488117001828,0.1021180030257186,3.473818646232439
671,SANF,University of San Francisco,1,0.23,0.48,0.794190054160512,0.32051282051282054,0.3602941176470588,0.86,0.86,0.3417085427135679,0.08,0.1791474756815393,0.62,0.746313963573287,0.3126089482858803,0.12671500860764776,2.7225195553725814
672,SAAO,University of Sci. and Arts of Oklahoma,0,0.21,0.43,0.2363367799113737,0.2564102564102564,0.2647058823529412,0.67,0.77,0.5929648241206031,0.03,0.06871410026141234,0.43,0.9824561403508771,0.7428571428571429,0.042073138922218166,2.2858028518288904
673,SCRN,University of Scranton,1,0.29,0.6,0.7368291482028557,0.2777777777777778,0.11764705882352941,0.83,0.83,0.35427135678391963,0.41,0.16237796311774225,0.92,0.6580183404160144,0.30931339225016996,0.10869111586415567,2.7799376049916007
674,SCAK,University of South Carolina at Aiken,0,0.14,0.24,0.37740029542097486,0.21367521367521367,0.22058823529411764,0.62,0.62,0.3718592964824121,0.03,0.08953817153628653,0.48,0.660377358490566,0.6732142857142858,0.0852157128697376,1.7753290480563209
675,SCAR,University of South Carolina at Columbia,0,0.3,0.66,0.43353028064992616,0.21153846153846154,0.4325,0.84,0.88,0.42462311557788945,0.18,0.14663987338395604,0.63,0.755881970622644,0.4003439380911436,0.42399186186029525,0.4967087050138419
676,SOFL,University of South Florida,0,0.29,0.63,0.464795667159035,0.21367521367521367,0.3205882352941177,0.84,0.89,0.4271356783919598,0.07,0.19597033770206107,0.47,0.6161549611279483,0.40119760479041916,0.6711878553915176,0.2627079123270636
677,USC,University of Southern California,1,0.45,0.71,0.7978828163466273,0.2564102564102564,0.325,0.9,0.94,0.2864321608040201,0.1,0.3024380701723187,0.68,0.6949055523755009,0.2914803483172511,0.38311857686890294,1.1730664488017428
678,SCOL,University of Southern Colorado,0,0.1,0.34,0.5391432791728212,0.23076923076923078,0.4335294117647059,0.63,0.88,0.48743718592964824,0.0,0.09583340742980101,0.36,0.8843683083511777,0.4882970137207425,0.11453388283165528,1.616943748576634
679,SIND,University of Southern Indiana,0,0.08,0.25,0.3929098966026588,0.21367521367521367,0.20955882352941177,0.56,0.65,0.5527638190954774,0.21,0.07251969484110754,0.38,0.8965952080706179,0.6057196436943273,0.18926391569721948,0.6853638368246968
680,SOMS,University of Southern Mississippi,0,0.2,0.5,0.30403741999015266,0.21367521367521367,0.07352941176470588,0.78,0.99,0.4698492462311558,0.23,0.10522291181334803,0.45,0.7171929824561404,0.5117416829745597,0.2777140174239658,0.4369305907767446
681,TNMT,University of St. Thomas MN,1,0.26,0.53,0.4969226981782373,0.21367521367521367,0.11764705882352941,0.8,0.8,0.3467336683417086,0.13,0.15197481905642593,0.89,0.8784637822070978,0.4582180409518539,0.1327142782617768,2.30188679245283
682,STTX,University of St. Thomas TX,1,0.45,0.77,0.4985228951255539,0.21367521367521367,0.1976470588235294,0.75,0.75,0.31658291457286436,0.17,0.1286966727722156,0.62,0.7486631016042781,0.6607142857142857,0.03659554489018728,6.094084105488239
683,UTK,University of Tennessee at Knoxville,0,0.27,0.53,0.4015263417035943,0.32051282051282054,0.4852941176470588,0.86,0.92,0.41457286432160806,0.22,0.1531485071043693,0.53,0.7188545430215443,0.5608711839166046,0.49522666805780163,0.30359212050984935
684,UTA,University of Texas at Arlington,0,0.19,0.43,0.34219596258000984,0.21367521367521367,0.41911764705882354,0.73,0.73,0.5276381909547739,0.04,0.08350968292639553,0.29,0.7799451386772326,0.5658460336068777,0.5061818561218634,0.22786766979284756
685,TEX,University of Texas at Austin,0,0.48,0.85,0.40731166912850814,0.2777777777777778,0.46176470588235297,0.91,0.99,0.49497487437185933,0.11,0.1393665641171554,0.65,0.6488611713665944,0.556727956539908,0.9183055975794251,0.14571379878429813
686,UTSA,University of Texas at San Antonio,0,0.17,0.46,0.6617429837518464,0.19316239316239317,0.17647058823529413,0.94,1.0,0.635678391959799,0.03,0.07698326605374069,0.5,0.7351197533791796,0.5438709677419354,0.3868746413480098,0.2766990291262136
687,ARTS,University of the Arts,1,0.05,0.22,0.4751354012801576,0.5555555555555556,0.10294117647058823,0.16,0.59,0.1884422110552764,0.09,0.20701367524407377,0.57,0.7227926078028748,0.4119318181818182,0.03088319682821222,10.574324324324325
688,UNC,University of North Carolina at Chapel Hill,0,0.75,0.92,0.51698670605613,0.23504273504273504,0.17647058823529413,0.88,0.93,0.22361809045226133,0.23,0.28262763857521384,0.83,0.41004384762948753,0.5565580618212197,0.409750117377015,0.5347253166974346
689,SOTH,University of the South,1,0.46,0.83,0.5022156573116692,0.19230769230769232,0.11911764705882352,0.89,0.93,0.25879396984924624,0.52,0.3340387317055821,0.82,0.6685121107266436,0.33747412008281574,0.03007459961396004,13.31309627059844
690,TLSA,University of Tulsa,1,0.41,0.68,0.5120630231413097,0.5128205128205128,0.34558823529411764,0.94,0.96,0.2889447236180905,0.1,0.20882755677271353,0.47,0.9094626168224299,0.44701348747591524,0.08787625854243832,3.487681804689819
691,UTAH,University of Utah,0,0.27,0.53,0.48929098966026585,0.36666666666666664,0.45485294117647057,0.89,0.93,0.3216080402010051,0.09,0.1649387370405278,0.37,0.8814524043179588,0.5344021376085505,0.5808336376441129,0.30793066283456083
692,VMT,University of Vermont,0,0.18,0.51,0.6065977351058592,0.21367521367521367,0.14558823529411766,0.87,0.9,0.24874371859296485,0.1,0.22488574324684793,0.79,0.7840271434164165,0.2887816245006658,0.23545829203401325,1.7188434695912262
693,UVA,University of Virginia,0,0.74,0.95,0.4667651403249631,0.21367521367521367,0.14705882352941177,0.9,0.92,0.23869346733668342,0.22,0.24179752102857752,0.95,0.3397059751403874,0.4973997028231798,0.29714643434712296,1.0719803370786516
694,WASH,University of Washington,0,0.4,0.81,0.5192023633677991,0.30256410256410254,0.31941176470588234,0.96,0.94,0.22613065326633167,0.1,0.2939021570963669,0.65,0.5510236096948781,0.47587188612099646,0.6504773331942199,0.328775362899992
695,WFL,University of West Florida,0,0.2,0.57,0.4916297390448055,0.2311965811965812,0.20397058823529413,0.83,0.87,0.5879396984924623,0.12,0.1509433962264151,0.53,0.8048780487804879,0.3763955342902711,0.16252804006468777,0.9905312148932756
696,UWST,University of Wisconsin-Stout,0,0.09,0.32,0.3190546528803545,0.1606837606837607,0.25735294117647056,0.78,0.78,0.5276381909547739,0.17,0.1112158341187559,0.65,0.7581951407635943,0.5239064089521872,0.17259637957118265,1.0131479522442195
697,UWSP,University of Wisconsin-Superior,0,0.14,0.53,0.34219596258000984,0.23504273504273504,0.28823529411764703,0.75,0.81,0.38190954773869346,0.15,0.11541265804776554,0.36,1.0,0.3758241758241758,0.0482810788251865,3.79902755267423
698,UWW,University of Wisconsin-Whitewater,0,0.12,0.38,0.30773018217626785,0.1282051282051282,0.17647058823529413,0.9,0.95,0.5804020100502514,0.16,0.09885654331086728,0.67,0.8452272727272727,0.39580532401183116,0.2440398560175283,0.7428388200085506
699,UWGB,University of Wisconsin at Green Bay,0,0.17,0.5,0.34465780403741997,0.202991452991453,0.17647058823529413,0.81,0.89,0.5577889447236181,0.01,0.10612985257766792,0.46,0.8048982980489829,0.39143888602372356,0.13474881318795973,1.335656213704994
